================================================================================================================================================================
  NIDS CLASSIFICATION - Minute Report
================================================================================================================================================================
  Session Mode:      LIVE
  Model:             Default
  Session Started:   2026-02-25 21:09:44
  Session Duration:  100s
  Interface:         enp0s3
  Minute Window:     21:10:00 - 21:10:59
  File Generated:    2026-02-25 21:10:05
================================================================================================================================================================

Timestamp           | Src IP             | Src Port | Dst IP             | Dst Port | Protocol | Class 1        | Conf 1   | Class 2        | Conf 2   | Class 3        | Conf 3  
2026-02-25 21:10:16 | 192.168.56.106     | 34708    | 192.168.56.104     | 27015    | 17       | Benign         | 96.7%    | Brute Force    | 2.0%     | Botnet         | 0.7%    
2026-02-25 21:10:16 | 192.168.56.106     | 57467    | 192.168.56.104     | 514      | 17       | Benign         | 98.5%    | DoS            | 0.8%     | Botnet         | 0.7%    
2026-02-25 21:10:16 | 192.168.56.106     | 39655    | 192.168.56.104     | 1900     | 17       | Benign         | 97.2%    | Brute Force    | 1.3%     | DoS            | 0.8%    
2026-02-25 21:10:20 | 192.168.56.106     | 60558    | 192.168.56.104     | 161      | 17       | Benign         | 95.7%    | Botnet         | 2.0%     | Brute Force    | 1.4%    
2026-02-25 21:10:21 | 192.168.56.106     | 55622    | 192.168.56.104     | 80       | 6        | Benign         | 84.8%    | DoS            | 13.0%    | Brute Force    | 2.2%    
2026-02-25 21:10:23 | 192.168.56.106     | 55628    | 192.168.56.104     | 80       | 6        | Benign         | 79.4%    | DoS            | 17.7%    | Brute Force    | 2.9%    
2026-02-25 21:10:23 | 192.168.56.106     | 48579    | 192.168.56.104     | 514      | 17       | Benign         | 97.2%    | Brute Force    | 1.3%     | DoS            | 0.8%    
2026-02-25 21:10:23 | 192.168.56.106     | 45448    | 192.168.56.104     | 123      | 17       | Benign         | 89.8%    | Brute Force    | 6.4%     | DDoS           | 2.1%    
2026-02-25 21:10:23 | 192.168.56.106     | 41509    | 192.168.56.104     | 5353     | 17       | Benign         | 97.2%    | Brute Force    | 1.3%     | DoS            | 0.8%    
2026-02-25 21:10:23 | 192.168.56.106     | 43985    | 192.168.56.104     | 1900     | 17       | Benign         | 98.5%    | DoS            | 0.8%     | Botnet         | 0.7%    
2026-02-25 21:10:23 | 192.168.56.106     | 39464    | 192.168.56.104     | 162      | 17       | Benign         | 97.7%    | DoS            | 1.5%     | Botnet         | 0.7%    
2026-02-25 21:10:23 | 192.168.56.106     | 59803    | 192.168.56.104     | 161      | 17       | Benign         | 97.7%    | DoS            | 1.5%     | Botnet         | 0.7%    
2026-02-25 21:10:23 | 192.168.56.106     | 47750    | 192.168.56.104     | 162      | 17       | Benign         | 97.7%    | DoS            | 0.8%     | Botnet         | 0.8%    
2026-02-25 21:10:23 | 192.168.56.106     | 54429    | 192.168.56.104     | 162      | 17       | Benign         | 98.4%    | DoS            | 0.8%     | Botnet         | 0.7%    
2026-02-25 21:10:23 | 192.168.56.106     | 58342    | 192.168.56.104     | 8888     | 6        | Benign         | 90.6%    | DoS            | 5.4%     | Brute Force    | 2.7%    
2026-02-25 21:10:23 | 192.168.56.106     | 42546    | 192.168.56.104     | 8080     | 6        | Benign         | 89.9%    | DoS            | 5.4%     | Brute Force    | 2.7%    
2026-02-25 21:10:23 | 192.168.56.106     | 55259    | 192.168.56.104     | 53       | 17       | Benign         | 93.1%    | DoS            | 6.1%     | DDoS           | 0.8%    
2026-02-25 21:10:23 | 192.168.56.106     | 41820    | 192.168.56.104     | 162      | 17       | Benign         | 97.7%    | DoS            | 1.5%     | Botnet         | 0.7%    
2026-02-25 21:10:23 | 192.168.56.106     | 52150    | 192.168.56.104     | 19132    | 17       | Benign         | 98.7%    | Botnet         | 0.7%     | DoS            | 0.7%    
2026-02-25 21:10:23 | 192.168.56.106     | 34761    | 192.168.56.104     | 162      | 17       | Benign         | 97.0%    | DoS            | 1.5%     | Brute Force    | 0.7%    
2026-02-25 21:10:23 | 192.168.56.106     | 50807    | 192.168.56.104     | 123      | 17       | Benign         | 97.0%    | Botnet         | 1.3%     | DoS            | 0.8%    
2026-02-25 21:10:23 | 192.168.56.106     | 46688    | 192.168.56.104     | 161      | 17       | Benign         | 95.7%    | Brute Force    | 2.7%     | DoS            | 0.8%    
2026-02-25 21:10:25 | 192.168.56.106     | 56924    | 192.168.56.104     | 80       | 6        | Benign         | 90.8%    | DoS            | 7.9%     | Brute Force    | 1.3%    
2026-02-25 21:10:26 | 192.168.56.106     | 36978    | 192.168.56.104     | 19132    | 17       | Benign         | 98.7%    | Botnet         | 0.7%     | DoS            | 0.7%    
2026-02-25 21:10:27 | 192.168.56.106     | 58350    | 192.168.56.104     | 8888     | 6        | Benign         | 90.6%    | DoS            | 5.4%     | Brute Force    | 2.7%    
2026-02-25 21:10:27 | 192.168.56.106     | 55816    | 192.168.56.104     | 80       | 6        | Benign         | 71.8%    | DoS            | 25.1%    | Botnet         | 1.8%    
2026-02-25 21:10:27 | 192.168.56.106     | 51716    | 192.168.56.104     | 1900     | 17       | Benign         | 98.5%    | DoS            | 0.8%     | Botnet         | 0.7%    
2026-02-25 21:10:27 | 192.168.56.106     | 42503    | 192.168.56.104     | 5353     | 17       | Benign         | 97.5%    | DoS            | 1.9%     | Botnet         | 0.7%    
2026-02-25 21:10:27 | 192.168.56.106     | 49682    | 192.168.56.104     | 53       | 17       | Benign         | 92.4%    | DoS            | 6.8%     | DDoS           | 0.8%    
2026-02-25 21:10:27 | 192.168.56.106     | 54606    | 192.168.56.104     | 5353     | 17       | Benign         | 98.7%    | Botnet         | 0.7%     | DDoS           | 0.7%    
2026-02-25 21:10:27 | 192.168.56.106     | 37295    | 192.168.56.104     | 1900     | 17       | Benign         | 98.5%    | DoS            | 0.8%     | Botnet         | 0.7%    
2026-02-25 21:10:27 | 192.168.56.106     | 52076    | 192.168.56.104     | 80       | 6        | Benign         | 72.4%    | DoS            | 23.8%    | Brute Force    | 2.0%    
2026-02-25 21:10:27 | 192.168.56.106     | 58285    | 192.168.56.104     | 27015    | 17       | Benign         | 99.3%    | Botnet         | 0.7%     | Brute Force    | 0.0%    
2026-02-25 21:10:27 | 192.168.56.106     | 48054    | 192.168.56.104     | 1900     | 17       | Benign         | 98.4%    | Botnet         | 0.8%     | DDoS           | 0.7%    
2026-02-25 21:10:27 | 192.168.56.106     | 33628    | 192.168.56.104     | 161      | 17       | Benign         | 97.0%    | Botnet         | 1.3%     | DoS            | 0.8%    
2026-02-25 21:10:27 | 192.168.56.106     | 47500    | 192.168.56.104     | 1900     | 17       | Benign         | 97.2%    | Brute Force    | 1.3%     | DoS            | 0.8%    
2026-02-25 21:10:31 | 192.168.56.106     | 54450    | 192.168.56.104     | 80       | 6        | Benign         | 90.8%    | DoS            | 7.9%     | Brute Force    | 1.3%    
2026-02-25 21:10:31 | 192.168.56.106     | 54458    | 192.168.56.104     | 80       | 6        | Benign         | 89.5%    | DoS            | 9.2%     | Brute Force    | 1.3%    
2026-02-25 21:10:31 | 192.168.56.106     | 54462    | 192.168.56.104     | 80       | 6        | Benign         | 89.5%    | DoS            | 9.2%     | Brute Force    | 1.3%    
2026-02-25 21:10:31 | 192.168.56.106     | 54478    | 192.168.56.104     | 80       | 6        | Benign         | 90.8%    | DoS            | 7.9%     | Brute Force    | 1.3%    
2026-02-25 21:10:31 | 192.168.56.106     | 54492    | 192.168.56.104     | 80       | 6        | Benign         | 89.5%    | DoS            | 9.2%     | Brute Force    | 1.3%    
2026-02-25 21:10:31 | 192.168.56.106     | 54496    | 192.168.56.104     | 80       | 6        | Benign         | 90.8%    | DoS            | 7.9%     | Brute Force    | 1.3%    
